Time_s,Status,Flow_Rate_ccps,Particle_rate_nops,12V_Mon,A1,A2,A3,Therm_1,Therm_2,TiltRef,POPS_Flow,POPS_P,ULR_AZ_Home,ULR_PD_T,ULR_Incl_x,ULR_Incl_y,ULR_Incl_T,POPS_LD_T,POPS_T_LED,POPS_LP_Set,MeanBL,stdDevBL
3512447408.534,1,1.000,564.000,11.256,1.769,3.712,0.009,-79.291,-79.293,1.306,0.044,92.209,0.270,111.481,-0.004,-0.005,-49.987,26.728,-112.585,1.000,1004.000,32.000
3512447409.535,1,1.000,594.000,11.266,1.767,3.712,0.009,-79.292,-79.295,1.296,0.044,91.993,0.270,111.430,-0.004,-0.005,-49.986,26.735,-112.475,1.000,1003.000,0.000
3512447410.534,1,1.000,544.000,11.273,1.765,3.711,0.008,-79.297,-79.291,1.293,0.044,91.836,0.270,111.390,-0.004,-0.005,-49.987,26.743,-112.432,1.000,1004.000,26.000
3512447411.533,1,1.000,511.000,11.181,1.764,3.712,0.009,-79.288,-79.293,1.277,0.044,91.649,0.269,111.346,-0.004,-0.005,-49.987,26.751,-112.519,1.000,1001.000,0.000
3512447412.534,1,1.000,556.000,11.155,1.762,3.712,0.009,-79.292,-79.299,1.236,0.044,91.427,0.269,111.283,-0.004,-0.005,-49.987,26.758,-112.432,1.000,1005.000,0.000
3512447413.533,1,1.000,510.000,11.147,1.761,3.712,0.009,-79.290,-79.298,1.225,0.044,91.268,0.269,111.255,-0.004,-0.005,-49.987,26.765,-112.519,1.000,1004.000,20.000
3512447414.534,1,1.000,589.000,11.155,1.759,3.712,0.009,-79.295,-79.291,1.223,0.044,91.147,0.269,111.238,-0.003,-0.005,-49.987,26.770,-112.497,1.000,1002.000,21.000
3512447415.534,1,1.000,575.000,11.149,1.757,3.713,0.009,-79.289,-79.296,1.220,0.044,90.956,0.269,111.195,-0.003,-0.005,-49.987,26.777,-112.585,1.000,1002.000,0.000
3512447416.534,1,1.000,549.000,11.106,1.754,3.713,0.009,-79.291,-79.295,1.201,0.044,90.743,0.268,111.146,-0.003,-0.004,-49.987,26.784,-112.519,1.000,1004.000,0.000
3512447417.533,1,1.000,522.000,11.089,1.752,3.713,0.009,-79.293,-79.294,1.191,0.044,90.618,0.268,111.118,-0.003,-0.004,-49.987,26.792,-112.475,1.000,1003.000,32.000
3512447418.535,1,1.000,571.000,11.091,1.750,3.713,0.009,-79.292,-79.289,1.187,0.044,90.439,0.268,111.077,-0.003,-0.004,-49.987,26.799,-112.541,1.000,1002.000,0.000
3512447419.534,1,1.000,517.000,11.098,1.748,3.713,0.009,-79.289,-79.292,1.185,0.044,90.272,0.268,111.042,-0.003,-0.004,-49.987,26.806,-112.432,1.000,1004.000,0.000
3512447420.534,1,1.000,534.000,11.085,1.747,3.713,0.009,-79.285,-79.290,1.185,0.044,90.093,0.268,110.997,-0.003,-0.004,-49.987,26.811,-112.432,1.000,1004.000,0.000
3512447421.534,1,1.000,549.000,11.079,1.745,3.713,0.009,-79.288,-79.295,1.184,0.044,89.952,0.267,110.968,-0.003,-0.004,-49.987,26.820,-112.453,1.000,1002.000,0.000
3512447422.534,1,1.000,568.000,11.084,1.744,3.714,0.009,-79.293,-79.301,1.185,0.044,89.780,0.267,110.932,-0.003,-0.004,-49.986,26.825,-112.607,1.000,1005.000,24.000
3512447423.534,1,1.000,554.000,11.193,1.742,3.714,0.009,-79.296,-79.290,1.198,0.044,89.589,0.267,110.885,-0.003,-0.004,-49.987,26.833,-112.629,1.000,1006.000,0.000
3512447424.533,1,1.000,519.000,11.211,1.741,3.714,0.009,-79.288,-79.296,1.239,0.044,89.421,0.267,110.842,-0.004,-0.005,-49.987,26.840,-112.563,1.000,1006.000,0.000
3512447425.534,1,1.000,539.000,11.417,1.739,3.714,0.009,-79.296,-79.297,1.313,0.044,89.270,0.267,110.809,-0.004,-0.005,-49.987,26.847,-112.410,1.000,1004.000,0.000
3512447426.535,1,1.000,596.000,11.430,1.738,3.715,0.009,-79.296,-79.295,1.353,0.044,89.119,0.266,110.778,-0.004,-0.005,-49.987,26.856,-112.519,1.000,1005.000,13.000
3512447427.535,1,1.000,580.000,11.425,1.736,3.715,0.009,-79.297,-79.293,1.367,0.044,88.976,0.266,110.753,-0.004,-0.005,-49.987,26.862,-112.563,1.000,1004.000,21.000
3512447428.534,1,1.000,557.000,11.301,1.735,3.715,0.009,-79.291,-79.300,1.328,0.044,88.838,0.266,110.722,-0.004,-0.005,-49.987,26.866,-112.629,1.000,1002.000,0.000
3512447429.534,1,1.000,543.000,11.315,1.733,3.715,0.009,-79.295,-79.298,1.301,0.044,88.647,0.266,110.673,-0.004,-0.005,-49.987,26.875,-112.432,1.000,1004.000,4.000
3512447430.535,1,1.000,591.000,11.301,1.731,3.715,0.009,-79.297,-79.294,1.288,0.044,88.492,0.266,110.642,-0.004,-0.005,-49.986,26.882,-112.497,1.000,1002.000,0.000
3512447431.534,1,1.000,582.000,11.310,1.729,3.715,0.009,-79.296,-79.292,1.282,0.044,88.329,0.265,110.604,-0.004,-0.005,-49.987,26.885,-112.563,1.000,1003.000,22.000
3512447432.535,1,1.000,592.000,11.175,1.727,3.715,0.008,-79.292,-79.295,1.242,0.044,88.187,0.265,110.573,-0.004,-0.005,-49.987,26.894,-112.519,1.000,1003.000,28.000
3512447433.534,1,1.000,532.000,11.158,1.726,3.715,0.009,-79.288,-79.290,1.217,0.044,88.055,0.265,110.551,-0.003,-0.005,-49.987,26.901,-112.475,1.000,1003.000,29.000
3512447434.533,1,1.000,525.000,11.174,1.725,3.715,0.009,-79.287,-79.293,1.196,0.044,87.892,0.265,110.515,-0.003,-0.004,-49.986,26.909,-112.475,1.000,1004.000,0.000
3512447435.533,1,1.000,535.000,11.105,1.723,3.715,0.009,-79.293,-79.292,1.182,0.044,87.753,0.265,110.487,-0.003,-0.004,-49.986,26.915,-112.453,1.000,1005.000,21.000
3512447436.533,1,1.000,532.000,11.115,1.720,3.716,0.009,-79.292,-79.290,1.174,0.044,87.570,0.265,110.447,-0.003,-0.004,-49.987,26.921,-112.432,1.000,1003.000,31.000
3512447437.533,1,1.000,504.000,11.112,1.718,3.716,0.008,-79.291,-79.297,1.172,0.044,87.413,0.264,110.408,-0.003,-0.004,-49.986,26.929,-112.519,1.000,1004.000,19.000
3512447438.534,1,1.000,548.000,11.106,1.718,3.716,0.009,-79.296,-79.293,1.170,0.044,87.283,0.264,110.383,-0.003,-0.004,-49.987,26.933,-112.497,1.000,1005.000,0.000
3512447439.533,1,1.000,537.000,11.100,1.716,3.716,0.009,-79.293,-79.294,1.170,0.044,87.114,0.264,110.340,-0.003,-0.004,-49.987,26.942,-112.432,1.000,1002.000,13.000
3512447440.534,1,1.000,558.000,11.094,1.715,3.716,0.009,-79.293,-79.294,1.172,0.044,86.997,0.264,110.321,-0.003,-0.004,-49.987,26.948,-112.541,1.000,1003.000,0.000
3512447441.533,1,1.000,527.000,11.186,1.714,3.717,0.008,-79.290,-79.295,1.183,0.044,86.839,0.264,110.282,-0.003,-0.004,-49.987,26.953,-112.475,1.000,1003.000,0.000
3512447442.534,1,1.000,545.000,11.109,1.712,3.716,0.009,-79.289,-79.291,1.192,0.044,86.650,0.264,110.236,-0.003,-0.004,-49.987,26.961,-112.453,1.000,1004.000,32.000
3512447443.535,1,1.000,585.000,11.392,1.711,3.717,0.009,-79.296,-79.287,1.219,0.045,86.618,0.264,110.240,-0.003,-0.005,-49.987,26.966,-112.629,1.000,1004.000,31.000
3512447444.533,1,1.000,526.000,11.447,1.710,3.717,0.008,-79.297,-79.300,1.318,0.044,86.439,0.263,110.199,-0.004,-0.005,-49.987,26.974,-112.563,1.000,1002.000,0.000
3512447445.535,1,1.000,600.000,11.441,1.708,3.717,0.008,-79.296,-79.297,1.349,0.044,86.248,0.263,110.150,-0.004,-0.005,-49.987,26.980,-112.475,1.000,1004.000,30.000
3512447446.534,1,1.000,571.000,11.465,1.706,3.718,0.008,-79.291,-79.291,1.359,0.045,86.182,0.263,110.144,-0.004,-0.005,-49.987,26.984,-112.563,1.000,1003.000,0.000
3512447447.534,1,1.000,581.000,11.339,1.705,3.717,0.008,-79.293,-79.293,1.317,0.045,86.001,0.263,110.100,-0.004,-0.005,-49.987,26.994,-112.453,1.000,1006.000,0.000
3512447448.534,1,1.000,586.000,11.309,1.704,3.718,0.008,-79.289,-79.291,1.287,0.045,85.836,0.263,110.068,-0.004,-0.005,-49.987,26.998,-112.345,1.000,1002.000,14.000
3512447449.534,1,1.000,566.000,11.337,1.703,3.718,0.008,-79.296,-79.289,1.276,0.044,85.660,0.263,110.024,-0.004,-0.005,-49.987,27.007,-112.432,1.000,1003.000,17.000
3512447450.533,1,1.000,550.000,11.306,1.701,3.718,0.008,-79.291,-79.292,1.270,0.045,85.532,0.262,109.994,-0.004,-0.005,-49.987,27.013,-112.519,1.000,1004.000,22.000
3512447451.534,1,1.000,548.000,11.202,1.700,3.718,0.008,-79.288,-79.291,1.232,0.044,85.327,0.262,109.934,-0.004,-0.005,-49.987,27.019,-112.388,1.000,1003.000,18.000
3512447452.534,1,1.000,560.000,11.194,1.699,3.718,0.008,-79.287,-79.292,1.206,0.044,85.211,0.262,109.911,-0.003,-0.004,-49.987,27.026,-112.367,1.000,1005.000,15.000
3512447453.534,1,1.000,527.000,11.180,1.697,3.718,0.008,-79.292,-79.289,1.198,0.044,85.063,0.262,109.883,-0.003,-0.004,-49.987,27.032,-112.367,1.000,1003.000,0.000
3512447454.534,1,1.000,551.000,11.182,1.696,3.718,0.008,-79.292,-79.295,1.193,0.045,84.950,0.262,109.861,-0.003,-0.004,-49.987,27.038,-112.519,1.000,1002.000,22.000
3512447455.534,1,1.000,571.000,11.141,1.695,3.718,0.008,-79.290,-79.290,1.189,0.045,84.869,0.262,109.851,-0.003,-0.004,-49.987,27.044,-112.475,1.000,1004.000,0.000
3512447456.535,1,1.000,584.000,11.129,1.693,3.718,0.008,-79.291,-79.291,1.172,0.045,84.742,0.262,109.827,-0.003,-0.004,-49.987,27.052,-112.563,1.000,1003.000,21.000
3512447457.534,1,1.000,531.000,11.143,1.692,3.718,0.008,-79.294,-79.294,1.170,0.045,84.571,0.261,109.785,-0.003,-0.004,-49.987,27.056,-112.629,1.000,1001.000,0.000
3512447458.535,1,1.000,556.000,11.223,1.690,3.719,0.008,-79.292,-79.293,1.179,0.045,84.417,0.261,109.750,-0.003,-0.004,-49.987,27.064,-112.410,1.000,1004.000,20.000
3512447459.534,1,1.000,554.000,11.239,1.688,3.719,0.008,-79.290,-79.291,1.218,0.045,84.264,0.261,109.718,-0.004,-0.005,-49.987,27.069,-112.345,1.000,1003.000,30.000
3512447460.534,1,1.000,542.000,11.143,1.686,3.718,0.008,-79.287,-79.294,1.219,0.045,84.127,0.261,109.686,-0.004,-0.005,-49.986,27.076,-112.345,1.000,1005.000,30.000
3512447461.534,1,1.000,549.000,11.148,1.685,3.719,0.008,-79.290,-79.296,1.184,0.045,84.022,0.261,109.664,-0.003,-0.004,-49.987,27.083,-112.519,1.000,1004.000,0.000
3512447462.533,1,1.000,509.000,11.139,1.684,3.719,0.008,-79.296,-79.286,1.173,0.045,83.844,0.261,109.617,-0.003,-0.004,-49.987,27.091,-112.324,1.000,1003.000,0.000
3512447463.534,1,1.000,579.000,11.424,1.683,3.720,0.008,-79.291,-79.293,1.265,0.044,83.626,0.260,109.558,-0.004,-0.005,-49.987,27.096,-112.541,1.000,1003.000,24.000
3512447464.535,1,1.000,585.000,11.466,1.682,3.720,0.008,-79.289,-79.296,1.324,0.045,83.527,0.260,109.540,-0.004,-0.005,-49.987,27.104,-112.497,1.000,1006.000,0.000
3512447465.534,1,1.000,591.000,11.481,1.680,3.720,0.008,-79.295,-79.291,1.343,0.045,83.434,0.260,109.526,-0.004,-0.005,-49.987,27.110,-112.563,1.000,1003.000,0.000
3512447466.535,1,1.000,593.000,11.351,1.680,3.720,0.008,-79.293,-79.290,1.336,0.045,83.285,0.260,109.492,-0.004,-0.005,-49.986,27.117,-112.453,1.000,1002.000,0.000
3512447467.535,1,1.000,567.000,11.356,1.679,3.720,0.008,-79.290,-79.288,1.287,0.045,83.124,0.260,109.451,-0.004,-0.005,-49.987,27.123,-112.453,1.000,1005.000,0.000
3512447468.535,1,1.000,580.000,11.330,1.678,3.720,0.008,-79.287,-79.289,1.271,0.045,83.007,0.260,109.423,-0.004,-0.005,-49.987,27.130,-112.519,1.000,1002.000,32.000
3512447469.534,1,1.000,577.000,11.330,1.675,3.721,0.008,-79.292,-79.285,1.266,0.044,82.753,0.259,109.353,-0.004,-0.005,-49.986,27.135,-112.388,1.000,1003.000,0.000
3512447470.534,1,1.000,523.000,11.171,1.674,3.720,0.008,-79.285,-79.286,1.211,0.044,82.594,0.259,109.309,-0.003,-0.004,-49.986,27.144,-112.519,1.000,1005.000,0.000
3512447471.533,1,1.000,532.000,11.128,1.671,3.720,0.008,-79.298,-79.289,1.128,0.044,82.354,0.259,109.239,-0.003,-0.004,-49.987,27.151,-112.453,1.000,1001.000,19.000
3512447472.533,1,1.000,523.000,11.282,1.662,3.721,0.008,-79.291,-79.293,1.169,0.044,81.942,0.258,109.122,-0.003,-0.004,-49.987,27.160,-112.345,1.000,1003.000,16.000
3512447473.533,1,1.000,506.000,11.299,1.649,3.721,0.008,-79.285,-79.286,1.223,0.044,81.562,0.257,109.006,-0.004,-0.005,-49.987,27.169,-112.453,1.000,1002.000,23.000
3512447474.534,1,1.000,575.000,11.173,1.635,3.721,0.008,-79.290,-79.287,1.193,0.044,81.262,0.256,108.908,-0.003,-0.004,-49.987,27.179,-112.367,1.000,1005.000,21.000
3512447475.535,1,1.000,606.000,11.174,1.623,3.721,0.008,-79.285,-79.286,1.195,0.044,81.191,0.256,108.886,-0.003,-0.004,-49.986,27.188,-112.475,1.000,1003.000,0.000
3512447476.534,1,1.000,560.000,11.266,1.612,3.721,0.008,-79.283,-79.287,1.203,0.044,80.926,0.256,108.802,-0.003,-0.004,-49.987,27.190,-112.453,1.000,1004.000,0.000
3512447477.534,1,1.000,555.000,11.078,1.606,3.721,0.008,-79.287,-79.286,1.178,0.044,80.636,0.255,108.713,-0.003,-0.004,-49.987,27.204,-112.432,1.000,1005.000,0.000
3512447478.535,1,1.000,592.000,11.038,1.600,3.721,0.008,-79.285,-79.292,1.127,0.044,80.547,0.255,108.696,-0.003,-0.004,-49.986,27.210,-112.260,1.000,1002.000,25.000
3512447479.534,1,1.000,537.000,11.060,1.596,3.721,0.008,-79.287,-79.288,1.113,0.044,80.404,0.255,108.657,-0.003,-0.004,-49.987,27.216,-112.388,1.000,1004.000,0.000
3512447480.534,1,1.000,561.000,10.978,1.591,3.721,0.008,-79.290,-79.287,1.100,0.044,80.280,0.255,108.628,-0.003,-0.004,-49.987,27.222,-112.475,1.000,1004.000,19.000
3512447481.533,1,1.000,521.000,11.014,1.591,3.721,0.008,-79.282,-79.288,1.098,0.044,80.264,0.255,108.629,-0.003,-0.004,-49.987,27.223,-112.367,1.000,1003.000,0.000
3512447482.534,1,1.000,556.000,10.965,1.592,3.721,0.008,-79.283,-79.288,1.100,0.044,80.213,0.255,108.629,-0.003,-0.004,-49.987,27.232,-112.453,1.000,1004.000,2.000
3512447483.534,1,1.000,539.000,11.042,1.595,3.721,0.008,-79.280,-79.291,1.100,0.044,80.130,0.255,108.618,-0.003,-0.004,-49.987,27.238,-112.324,1.000,1006.000,0.000
3512447484.533,1,1.000,510.000,11.044,1.599,3.721,0.008,-79.290,-79.288,1.113,0.044,80.147,0.255,108.633,-0.003,-0.004,-49.987,27.240,-112.453,1.000,1003.000,21.000
3512447485.534,1,1.000,535.000,11.393,1.601,3.722,0.008,-79.291,-79.293,1.154,0.044,80.042,0.255,108.619,-0.003,-0.004,-49.987,27.244,-112.585,1.000,1002.000,0.000
3512447486.534,1,1.000,576.000,11.202,1.604,3.722,0.008,-79.287,-79.292,1.264,0.044,79.979,0.255,108.605,-0.004,-0.005,-49.987,27.249,-112.519,1.000,1004.000,29.000
3512447487.534,1,1.000,589.000,11.168,1.607,3.722,0.008,-79.289,-79.295,1.207,0.044,79.872,0.255,108.586,-0.003,-0.004,-49.987,27.254,-112.367,1.000,1001.000,17.000
3512447488.534,1,1.000,565.000,11.163,1.608,3.722,0.008,-79.287,-79.288,1.191,0.044,79.705,0.255,108.550,-0.003,-0.004,-49.987,27.260,-112.541,1.000,1002.000,17.000
3512447489.534,1,1.000,552.000,11.204,1.609,3.722,0.008,-79.289,-79.290,1.189,0.044,79.588,0.255,108.520,-0.003,-0.004,-49.986,27.266,-112.541,1.000,1004.000,32.000
3512447490.534,1,1.000,546.000,11.209,1.611,3.721,0.008,-79.285,-79.289,1.205,0.045,79.482,0.255,108.501,-0.003,-0.004,-49.987,27.271,-112.453,1.000,1004.000,30.000
3512447491.534,1,1.000,584.000,11.208,1.611,3.722,0.008,-79.288,-79.287,1.211,0.045,79.348,0.255,108.470,-0.003,-0.004,-49.986,27.274,-112.324,1.000,1002.000,0.000
3512447492.534,1,1.000,567.000,11.218,1.612,3.722,0.008,-79.292,-79.291,1.212,0.044,79.172,0.254,108.422,-0.004,-0.004,-49.987,27.281,-112.324,1.000,1005.000,3.000
3512447493.536,1,1.000,633.000,11.208,1.611,3.722,0.008,-79.291,-79.287,1.212,0.044,78.780,0.254,108.298,-0.004,-0.004,-49.987,27.289,-112.475,1.000,1005.000,13.000
3512447494.534,1,1.000,574.000,11.216,1.610,3.723,0.008,-79.298,-79.287,1.212,0.044,78.664,0.253,108.259,-0.004,-0.004,-49.987,27.298,-112.410,1.000,1005.000,32.000
3512447495.535,1,1.000,605.000,11.203,1.607,3.723,0.008,-79.288,-79.291,1.214,0.044,78.527,0.253,108.229,-0.004,-0.004,-49.987,27.305,-112.281,1.000,1000.000,30.000
3512447496.535,1,1.000,588.000,11.259,1.605,3.723,0.008,-79.290,-79.294,1.219,0.044,78.341,0.253,108.181,-0.004,-0.005,-49.987,27.313,-112.260,1.000,1003.000,0.000
3512447497.534,1,1.000,593.000,11.275,1.603,3.723,0.008,-79.287,-79.294,1.228,0.044,78.214,0.253,108.146,-0.004,-0.005,-49.987,27.319,-112.410,1.000,1005.000,0.000
3512447498.534,1,1.000,579.000,11.234,1.601,3.723,0.008,-79.289,-79.286,1.224,0.044,78.108,0.253,108.124,-0.004,-0.005,-49.987,27.322,-112.388,1.000,1004.000,0.000
3512447499.534,1,1.000,562.000,11.218,1.599,3.723,0.008,-79.284,-79.285,1.216,0.044,77.935,0.252,108.078,-0.004,-0.004,-49.987,27.329,-112.607,1.000,1002.000,0.000
3512447500.535,1,1.000,584.000,11.221,1.598,3.723,0.008,-79.287,-79.285,1.213,0.044,77.824,0.252,108.050,-0.004,-0.004,-49.987,27.335,-112.410,1.000,1003.000,28.000
3512447501.534,1,1.000,557.000,11.222,1.597,3.724,0.008,-79.284,-79.292,1.217,0.044,77.676,0.252,108.005,-0.004,-0.005,-49.986,27.340,-112.345,1.000,1001.000,28.000
3512447502.534,1,1.000,557.000,11.231,1.596,3.723,0.008,-79.286,-79.285,1.219,0.044,77.559,0.252,107.983,-0.004,-0.005,-49.987,27.348,-112.345,1.000,1003.000,32.000
3512447503.535,1,1.000,605.000,11.245,1.595,3.724,0.008,-79.289,-79.285,1.218,0.044,77.396,0.252,107.930,-0.004,-0.005,-49.987,27.354,-112.432,1.000,1005.000,0.000
3512447504.534,1,1.000,547.000,11.490,1.593,3.724,0.008,-79.287,-79.296,1.243,0.044,77.283,0.252,107.902,-0.004,-0.005,-49.987,27.358,-112.519,1.000,1003.000,23.000
3512447505.534,1,1.000,545.000,11.207,1.592,3.724,0.008,-79.289,-79.288,1.237,0.044,77.148,0.251,107.870,-0.004,-0.005,-49.987,27.363,-112.367,1.000,1003.000,30.000
3512447506.535,1,1.000,584.000,11.453,1.590,3.725,0.008,-79.289,-79.286,1.232,0.044,77.034,0.251,107.848,-0.004,-0.005,-49.987,27.372,-112.432,1.000,1002.000,30.000
3512447507.534,1,1.000,573.000,11.497,1.588,3.724,0.008,-79.289,-79.296,1.319,0.044,76.926,0.251,107.820,-0.004,-0.005,-49.987,27.377,-112.281,1.000,1003.000,20.000
3512447508.534,1,1.000,548.000,11.071,1.585,3.724,0.008,-79.283,-79.287,1.241,0.044,76.710,0.251,107.765,-0.004,-0.005,-49.987,27.382,-112.367,1.000,1004.000,14.000
3512447509.534,1,1.000,549.000,11.033,1.583,3.724,0.008,-79.284,-79.283,1.141,0.044,76.595,0.251,107.722,-0.003,-0.004,-49.987,27.387,-112.324,1.000,1002.000,7.000
3512447510.535,1,1.000,557.000,11.149,1.579,3.724,0.008,-79.283,-79.283,1.119,0.044,76.431,0.250,107.685,-0.003,-0.004,-49.987,27.393,-112.432,1.000,1004.000,0.000
3512447511.533,1,1.000,537.000,11.161,1.570,3.724,0.008,-79.287,-79.284,1.162,0.044,76.019,0.250,107.561,-0.003,-0.004,-49.987,27.400,-112.410,1.000,1003.000,0.000
3512447512.534,1,1.000,581.000,11.444,1.558,3.725,0.008,-79.287,-79.280,1.205,0.044,75.780,0.249,107.484,-0.003,-0.004,-49.987,27.411,-112.367,1.000,1006.000,0.000
3512447513.535,1,1.000,595.000,11.501,1.549,3.725,0.008,-79.292,-79.284,1.310,0.044,75.647,0.249,107.437,-0.004,-0.005,-49.987,27.416,-112.497,1.000,1005.000,0.000
3512447514.534,1,1.000,570.000,11.456,1.540,3.725,0.008,-79.286,-79.284,1.339,0.044,75.448,0.249,107.384,-0.004,-0.005,-49.987,27.422,-112.388,1.000,1004.000,22.000
3512447515.535,1,1.000,598.000,11.350,1.530,3.725,0.008,-79.283,-79.280,1.319,0.044,75.302,0.248,107.342,-0.004,-0.005,-49.987,27.428,-112.475,1.000,1004.000,0.000
3512447516.535,1,1.000,620.000,11.328,1.527,3.725,0.008,-79.283,-79.288,1.266,0.044,75.179,0.248,107.306,-0.004,-0.005,-49.987,27.434,-112.453,1.000,1004.000,0.000
3512447517.535,1,1.000,605.000,11.228,1.521,3.725,0.008,-79.288,-79.280,1.221,0.044,74.971,0.248,107.245,-0.004,-0.005,-49.987,27.435,-112.475,1.000,1006.000,0.000
3512447518.534,1,1.000,565.000,11.113,1.519,3.725,0.008,-79.285,-79.281,1.163,0.044,74.904,0.248,107.227,-0.003,-0.004,-49.987,27.447,-112.388,1.000,1002.000,30.000
3512447519.533,1,1.000,555.000,11.082,1.521,3.725,0.008,-79.285,-79.280,1.134,0.044,74.864,0.248,107.211,-0.003,-0.004,-49.986,27.450,-112.324,1.000,1003.000,0.000
3512447520.533,1,1.000,538.000,11.085,1.522,3.725,0.008,-79.284,-79.279,1.122,0.044,74.837,0.248,107.218,-0.003,-0.004,-49.987,27.452,-112.302,1.000,1004.000,10.000
3512447521.534,1,1.000,526.000,11.090,1.524,3.725,0.008,-79.284,-79.282,1.119,0.044,74.783,0.248,107.212,-0.003,-0.004,-49.987,27.459,-112.281,1.000,1005.000,0.000
3512447522.534,1,1.000,543.000,11.074,1.526,3.725,0.008,-79.285,-79.279,1.120,0.044,74.650,0.248,107.176,-0.003,-0.004,-49.987,27.464,-112.432,1.000,1005.000,0.000
3512447523.534,1,1.000,561.000,11.078,1.529,3.725,0.008,-79.287,-79.281,1.122,0.044,74.556,0.248,107.156,-0.003,-0.004,-49.987,27.468,-112.388,1.000,1003.000,8.000
3512447524.533,1,1.000,525.000,11.078,1.530,3.725,0.008,-79.283,-79.285,1.124,0.044,74.400,0.247,107.111,-0.003,-0.004,-49.987,27.473,-112.367,1.000,1003.000,32.000
3512447525.533,1,1.000,522.000,10.898,1.532,3.725,0.008,-79.287,-79.287,1.123,0.044,74.347,0.247,107.103,-0.003,-0.004,-49.987,27.477,-112.388,1.000,1005.000,32.000
3512447526.534,1,1.000,549.000,10.848,1.533,3.725,0.008,-79.287,-79.282,1.042,0.044,74.184,0.247,107.055,-0.003,-0.004,-49.986,27.480,-112.410,1.000,1003.000,25.000
3512447527.534,1,1.000,568.000,10.819,1.535,3.725,0.008,-79.283,-79.288,1.017,0.044,74.081,0.247,107.026,-0.003,-0.004,-49.987,27.482,-112.388,1.000,1003.000,19.000
3512447528.534,1,1.000,535.000,11.057,1.535,3.725,0.008,-79.288,-79.284,1.064,0.044,73.980,0.247,107.004,-0.003,-0.004,-49.987,27.492,-112.324,1.000,1003.000,0.000
3512447529.534,1,1.000,576.000,11.153,1.535,3.726,0.008,-79.284,-79.290,1.149,0.044,73.814,0.247,106.945,-0.003,-0.004,-49.987,27.496,-112.367,1.000,1002.000,31.000
3512447530.534,1,1.000,591.000,11.189,1.536,3.726,0.008,-79.286,-79.283,1.187,0.044,73.710,0.247,106.927,-0.003,-0.004,-49.987,27.501,-112.217,1.000,1004.000,0.000
3512447531.534,1,1.000,566.000,11.189,1.536,3.726,0.008,-79.289,-79.287,1.204,0.044,73.605,0.246,106.908,-0.003,-0.004,-49.987,27.506,-112.453,1.000,1005.000,9.000
3512447532.534,1,1.000,556.000,11.199,1.536,3.726,0.008,-79.286,-79.289,1.212,0.044,73.463,0.246,106.865,-0.004,-0.004,-49.987,27.508,-112.432,1.000,1003.000,18.000
3512447533.534,1,1.000,565.000,11.198,1.535,3.726,0.008,-79.283,-79.281,1.212,0.044,73.359,0.246,106.841,-0.004,-0.004,-49.986,27.517,-112.388,1.000,1003.000,0.000
3512447534.533,1,1.000,540.000,11.248,1.535,3.726,0.008,-79.293,-79.284,1.217,0.044,73.271,0.246,106.823,-0.004,-0.005,-49.987,27.522,-112.367,1.000,1004.000,0.000
3512447535.534,1,1.000,586.000,11.263,1.535,3.726,0.008,-79.286,-79.288,1.237,0.045,73.180,0.246,106.804,-0.004,-0.005,-49.987,27.525,-112.367,1.000,1003.000,28.000
3512447536.534,1,1.000,550.000,11.267,1.534,3.727,0.008,-79.287,-79.284,1.242,0.044,73.019,0.246,106.750,-0.004,-0.005,-49.987,27.531,-112.410,1.000,1004.000,22.000
3512447537.534,1,1.000,536.000,11.258,1.533,3.727,0.008,-79.283,-79.287,1.245,0.045,72.955,0.246,106.741,-0.004,-0.005,-49.987,27.535,-112.345,1.000,1004.000,0.000
3512447538.534,1,1.000,550.000,11.259,1.533,3.727,0.008,-79.289,-79.287,1.244,0.045,72.860,0.246,106.726,-0.004,-0.005,-49.987,27.541,-112.260,1.000,1008.000,20.000
3512447539.535,1,1.000,628.000,11.272,1.532,3.727,0.008,-79.278,-79.286,1.244,0.045,72.719,0.245,106.686,-0.004,-0.005,-49.987,27.544,-112.281,1.000,1001.000,20.000
3512447540.534,1,1.000,573.000,11.274,1.531,3.727,0.008,-79.292,-79.289,1.245,0.045,72.613,0.245,106.666,-0.004,-0.005,-49.987,27.550,-112.302,1.000,1006.000,0.000
3512447541.535,1,1.000,593.000,11.278,1.530,3.726,0.008,-79.287,-79.282,1.245,0.045,72.528,0.245,106.645,-0.004,-0.005,-49.987,27.554,-112.432,1.000,1001.000,0.000
