Time_s,Status,Flow_Rate_ccps,Particle_rate_nops,12V_Mon,A1,A2,A3,Therm_1,Therm_2,TiltRef,POPS_Flow,POPS_P,ULR_AZ_Home,ULR_PD_T,ULR_Incl_x,ULR_Incl_y,ULR_Incl_T,POPS_LD_T,POPS_T_LED,POPS_LP_Set,MeanBL,stdDevBL
3512453204.527,1,1.000,152.000,12.169,0.724,3.441,0.008,-79.263,-79.236,1.228,0.045,4.858,0.085,68.242,-0.004,-0.005,-49.987,16.939,-112.070,1.000,987.000,30.000
3512453205.526,1,1.000,145.000,12.179,0.724,3.440,0.008,-79.264,-79.241,1.186,0.045,4.866,0.085,68.238,-0.004,-0.004,-49.986,16.937,-112.007,1.000,986.000,0.000
3512453206.527,1,1.000,173.000,12.143,0.724,3.440,0.008,-79.264,-79.244,1.187,0.045,4.868,0.085,68.235,-0.004,-0.004,-49.986,16.935,-111.884,1.000,988.000,28.000
3512453207.527,1,1.000,151.000,12.156,0.723,3.440,0.008,-79.269,-79.250,1.201,0.045,4.862,0.085,68.234,-0.004,-0.004,-49.987,16.936,-111.987,1.000,989.000,21.000
3512453208.527,1,1.000,155.000,12.141,0.723,3.440,0.008,-79.269,-79.243,1.191,0.045,4.875,0.085,68.231,-0.004,-0.004,-49.987,16.936,-112.028,1.000,985.000,29.000
3512453209.526,1,1.000,152.000,12.210,0.724,3.440,0.008,-79.265,-79.238,1.204,0.045,4.846,0.085,68.224,-0.004,-0.004,-49.986,16.935,-112.070,1.000,987.000,28.000
3512453210.526,1,1.000,143.000,12.241,0.723,3.440,0.008,-79.261,-79.242,1.226,0.045,4.849,0.085,68.231,-0.004,-0.005,-49.987,16.935,-112.049,1.000,989.000,29.000
3512453211.526,1,1.000,125.000,12.228,0.723,3.441,0.008,-79.265,-79.244,1.231,0.045,4.865,0.085,68.225,-0.004,-0.005,-49.987,16.934,-112.007,1.000,986.000,30.000
3512453212.527,1,1.000,152.000,12.214,0.722,3.440,0.008,-79.268,-79.244,1.232,0.045,4.838,0.085,68.216,-0.004,-0.005,-49.986,16.934,-112.007,1.000,984.000,12.000
3512453213.526,1,1.000,116.000,12.238,0.722,3.440,0.008,-79.264,-79.242,1.232,0.045,4.822,0.085,68.209,-0.004,-0.005,-49.987,16.934,-112.049,1.000,988.000,0.000
3512453214.526,1,1.000,125.000,12.246,0.722,3.440,0.008,-79.269,-79.242,1.235,0.045,4.851,0.085,68.208,-0.004,-0.005,-49.986,16.933,-112.196,1.000,987.000,12.000
3512453215.526,1,1.000,145.000,12.249,0.722,3.440,0.008,-79.270,-79.243,1.233,0.045,4.848,0.085,68.206,-0.004,-0.005,-49.987,16.932,-112.028,1.000,988.000,26.000
3512453216.526,1,1.000,125.000,12.355,0.722,3.441,0.008,-79.266,-79.242,1.258,0.045,4.832,0.085,68.195,-0.004,-0.005,-49.987,16.931,-112.028,1.000,987.000,0.000
3512453217.526,1,1.000,113.000,12.335,0.722,3.441,0.008,-79.263,-79.240,1.286,0.045,4.782,0.085,68.184,-0.004,-0.005,-49.986,16.930,-112.028,1.000,988.000,16.000
3512453218.526,1,1.000,132.000,12.245,0.722,3.440,0.008,-79.269,-79.246,1.266,0.045,4.798,0.085,68.184,-0.004,-0.005,-49.986,16.930,-112.070,1.000,986.000,0.000
3512453219.526,1,1.000,106.000,12.227,0.722,3.441,0.008,-79.261,-79.240,1.233,0.045,4.784,0.085,68.182,-0.004,-0.005,-49.986,16.931,-111.945,1.000,984.000,31.000
3512453220.526,1,1.000,136.000,12.172,0.722,3.440,0.008,-79.269,-79.244,1.198,0.045,4.776,0.085,68.176,-0.004,-0.004,-49.986,16.930,-111.925,1.000,988.000,0.000
3512453221.527,1,1.000,148.000,12.173,0.722,3.440,0.008,-79.265,-79.239,1.203,0.045,4.794,0.085,68.180,-0.004,-0.004,-49.986,16.929,-112.007,1.000,986.000,27.000
3512453222.527,1,1.000,161.000,12.152,0.723,3.440,0.008,-79.270,-79.248,1.183,0.045,4.806,0.085,68.180,-0.004,-0.004,-49.986,16.929,-111.966,1.000,985.000,0.000
3512453223.527,1,1.000,158.000,12.547,0.723,3.441,0.008,-79.269,-79.244,1.279,0.045,4.810,0.085,68.176,-0.004,-0.005,-49.986,16.928,-112.154,1.000,989.000,0.000
3512453224.527,1,1.000,150.000,12.166,0.723,3.440,0.008,-79.268,-79.243,1.220,0.045,4.827,0.085,68.171,-0.004,-0.005,-49.987,16.928,-111.987,1.000,987.000,0.000
3512453225.527,1,1.000,159.000,12.074,0.724,3.440,0.008,-79.262,-79.239,1.169,0.045,4.820,0.085,68.175,-0.004,-0.004,-49.987,16.927,-112.091,1.000,988.000,32.000
3512453226.526,1,1.000,140.000,12.163,0.724,3.440,0.008,-79.263,-79.242,1.176,0.045,4.878,0.085,68.183,-0.004,-0.004,-49.987,16.925,-112.028,1.000,985.000,0.000
3512453227.527,1,1.000,173.000,12.165,0.723,3.440,0.008,-79.270,-79.246,1.183,0.045,4.874,0.085,68.181,-0.004,-0.004,-49.987,16.924,-111.925,1.000,986.000,25.000
3512453228.527,1,1.000,176.000,12.180,0.723,3.440,0.008,-79.265,-79.239,1.184,0.045,4.891,0.085,68.188,-0.004,-0.004,-49.987,16.924,-111.945,1.000,986.000,30.000
3512453229.527,1,1.000,164.000,12.152,0.723,3.440,0.008,-79.263,-79.241,1.185,0.045,4.873,0.085,68.178,-0.004,-0.004,-49.986,16.924,-111.945,1.000,988.000,14.000
3512453230.527,1,1.000,151.000,12.151,0.723,3.440,0.008,-79.267,-79.246,1.184,0.045,4.869,0.085,68.182,-0.004,-0.004,-49.986,16.923,-111.987,1.000,987.000,0.000
3512453231.527,1,1.000,157.000,12.176,0.722,3.440,0.008,-79.268,-79.237,1.186,0.045,4.906,0.085,68.187,-0.004,-0.004,-49.987,16.922,-112.028,1.000,987.000,24.000
3512453232.527,1,1.000,171.000,12.095,0.722,3.440,0.008,-79.265,-79.243,1.169,0.045,4.908,0.085,68.192,-0.004,-0.004,-49.987,16.922,-112.007,1.000,987.000,17.000
3512453233.526,1,1.000,128.000,12.164,0.721,3.440,0.008,-79.260,-79.243,1.175,0.045,4.887,0.085,68.185,-0.004,-0.004,-49.986,16.921,-112.007,1.000,986.000,25.000
3512453234.527,1,1.000,150.000,12.143,0.721,3.440,0.008,-79.260,-79.242,1.180,0.045,4.906,0.085,68.180,-0.004,-0.004,-49.987,16.921,-112.070,1.000,986.000,26.000
3512453235.526,1,1.000,120.000,12.147,0.721,3.440,0.008,-79.265,-79.237,1.181,0.045,4.925,0.085,68.184,-0.004,-0.004,-49.986,16.921,-111.925,1.000,987.000,0.000
3512453236.526,1,1.000,135.000,12.166,0.720,3.440,0.008,-79.266,-79.240,1.182,0.045,4.906,0.085,68.181,-0.004,-0.004,-49.987,16.918,-112.028,1.000,986.000,0.000
3512453237.526,1,1.000,125.000,12.150,0.720,3.440,0.008,-79.263,-79.243,1.187,0.045,4.907,0.085,68.183,-0.004,-0.004,-49.986,16.919,-112.007,1.000,990.000,0.000
3512453238.526,1,1.000,121.000,12.150,0.719,3.440,0.008,-79.263,-79.246,1.196,0.045,4.889,0.085,68.170,-0.004,-0.004,-49.987,16.919,-111.966,1.000,988.000,0.000
3512453239.526,1,1.000,141.000,12.208,0.719,3.440,0.008,-79.269,-79.242,1.214,0.045,4.884,0.085,68.167,-0.004,-0.004,-49.987,16.918,-112.028,1.000,986.000,0.000
3512453240.528,1,1.000,209.000,12.222,0.719,3.440,0.008,-79.267,-79.240,1.222,0.045,4.868,0.085,68.146,-0.004,-0.005,-49.987,16.918,-111.966,1.000,986.000,7.000
3512453241.528,1,1.000,239.000,12.243,0.718,3.440,0.008,-79.267,-79.241,1.228,0.045,4.847,0.085,68.140,-0.004,-0.005,-49.987,16.917,-112.007,1.000,986.000,0.000
3512453242.528,1,1.000,248.000,12.224,0.718,3.440,0.008,-79.269,-79.247,1.229,0.045,4.866,0.085,68.144,-0.004,-0.005,-49.987,16.917,-112.070,1.000,987.000,8.000
3512453243.529,1,1.000,284.000,12.224,0.717,3.440,0.008,-79.262,-79.248,1.229,0.045,4.872,0.085,68.145,-0.004,-0.005,-49.987,16.917,-111.925,1.000,985.000,0.000
3512453244.528,1,1.000,257.000,12.229,0.716,3.440,0.008,-79.267,-79.245,1.230,0.045,4.883,0.085,68.142,-0.004,-0.005,-49.986,16.915,-112.028,1.000,985.000,16.000
3512453245.529,1,1.000,259.000,12.184,0.716,3.440,0.008,-79.261,-79.240,1.217,0.045,4.821,0.085,68.124,-0.004,-0.005,-49.987,16.916,-111.925,1.000,987.000,0.000
3512453246.529,1,1.000,299.000,12.241,0.715,3.440,0.008,-79.264,-79.237,1.220,0.045,4.828,0.085,68.110,-0.004,-0.005,-49.986,16.915,-111.987,1.000,986.000,0.000
3512453247.529,1,1.000,279.000,12.226,0.715,3.440,0.008,-79.265,-79.244,1.222,0.045,4.822,0.085,68.108,-0.004,-0.005,-49.986,16.914,-112.091,1.000,986.000,24.000
3512453248.529,1,1.000,272.000,12.214,0.715,3.440,0.008,-79.266,-79.245,1.221,0.045,4.772,0.085,68.095,-0.004,-0.005,-49.986,16.914,-111.925,1.000,987.000,0.000
3512453249.529,1,1.000,266.000,12.243,0.715,3.440,0.008,-79.268,-79.240,1.221,0.045,4.783,0.085,68.098,-0.004,-0.005,-49.987,16.914,-112.070,1.000,989.000,18.000
3512453250.530,1,1.000,307.000,12.227,0.715,3.440,0.008,-79.270,-79.240,1.221,0.045,4.749,0.085,68.084,-0.004,-0.005,-49.987,16.912,-112.091,1.000,986.000,20.000
3512453251.529,1,1.000,268.000,12.172,0.714,3.440,0.008,-79.267,-79.241,1.192,0.045,4.715,0.085,68.072,-0.004,-0.004,-49.986,16.911,-112.112,1.000,985.000,0.000
3512453252.529,1,1.000,277.000,12.146,0.715,3.440,0.008,-79.265,-79.243,1.192,0.045,4.690,0.085,68.064,-0.004,-0.004,-49.986,16.911,-111.925,1.000,985.000,24.000
3512453253.529,1,1.000,301.000,12.147,0.714,3.440,0.008,-79.265,-79.240,1.184,0.045,4.724,0.085,68.065,-0.004,-0.004,-49.986,16.911,-111.945,1.000,987.000,16.000
3512453254.529,1,1.000,278.000,12.177,0.714,3.440,0.008,-79.269,-79.239,1.183,0.045,4.719,0.085,68.060,-0.004,-0.004,-49.987,16.911,-111.925,1.000,986.000,15.000
3512453255.529,1,1.000,304.000,12.148,0.714,3.440,0.008,-79.263,-79.243,1.182,0.045,4.705,0.085,68.058,-0.004,-0.004,-49.987,16.909,-111.904,1.000,986.000,23.000
3512453256.529,1,1.000,277.000,12.170,0.713,3.440,0.008,-79.264,-79.241,1.184,0.045,4.724,0.085,68.060,-0.004,-0.004,-49.986,16.909,-112.049,1.000,986.000,0.000
3512453257.528,1,1.000,270.000,12.159,0.713,3.440,0.008,-79.269,-79.244,1.182,0.045,4.663,0.084,68.044,-0.004,-0.004,-49.986,16.909,-112.049,1.000,986.000,0.000
3512453258.528,1,1.000,225.000,12.076,0.713,3.439,0.008,-79.262,-79.244,1.166,0.045,4.709,0.085,68.053,-0.004,-0.004,-49.986,16.908,-112.175,1.000,986.000,28.000
3512453259.528,1,1.000,229.000,12.156,0.714,3.440,0.008,-79.264,-79.242,1.182,0.045,4.702,0.084,68.039,-0.004,-0.004,-49.986,16.908,-112.028,1.000,986.000,17.000
3512453260.528,1,1.000,229.000,12.166,0.714,3.439,0.008,-79.266,-79.241,1.183,0.045,4.709,0.085,68.045,-0.004,-0.004,-49.986,16.907,-112.238,1.000,986.000,31.000
3512453261.527,1,1.000,198.000,12.235,0.714,3.440,0.008,-79.273,-79.242,1.196,0.045,4.680,0.084,68.033,-0.004,-0.004,-49.987,16.905,-112.028,1.000,988.000,0.000
3512453262.527,1,1.000,202.000,12.149,0.713,3.440,0.008,-79.258,-79.241,1.191,0.045,4.713,0.085,68.035,-0.004,-0.004,-49.987,16.906,-112.028,1.000,987.000,8.000
3512453263.528,1,1.000,199.000,12.172,0.714,3.439,0.008,-79.268,-79.241,1.189,0.045,4.684,0.084,68.024,-0.004,-0.004,-49.987,16.905,-111.966,1.000,989.000,0.000
3512453264.527,1,1.000,163.000,12.160,0.714,3.440,0.008,-79.268,-79.243,1.189,0.045,4.706,0.084,68.027,-0.004,-0.004,-49.986,16.905,-111.904,1.000,985.000,0.000
3512453265.527,1,1.000,171.000,12.168,0.713,3.439,0.008,-79.261,-79.242,1.185,0.045,4.688,0.084,68.019,-0.004,-0.004,-49.986,16.904,-111.884,1.000,985.000,0.000
3512453266.527,1,1.000,171.000,12.156,0.713,3.439,0.008,-79.259,-79.241,1.185,0.045,4.633,0.084,68.011,-0.004,-0.004,-49.987,16.903,-111.945,1.000,986.000,0.000
3512453267.527,1,1.000,167.000,12.174,0.713,3.439,0.008,-79.264,-79.240,1.188,0.045,4.688,0.084,68.016,-0.004,-0.004,-49.986,16.903,-112.007,1.000,986.000,24.000
3512453268.527,1,1.000,171.000,12.161,0.713,3.439,0.008,-79.267,-79.240,1.189,0.045,4.664,0.084,68.007,-0.004,-0.004,-49.986,16.902,-111.966,1.000,986.000,17.000
3512453269.527,1,1.000,166.000,12.170,0.713,3.439,0.008,-79.268,-79.245,1.192,0.045,4.678,0.084,68.016,-0.004,-0.004,-49.986,16.902,-112.028,1.000,986.000,27.000
3512453270.527,1,1.000,194.000,12.149,0.712,3.439,0.008,-79.268,-79.241,1.190,0.045,4.631,0.084,67.995,-0.004,-0.004,-49.987,16.901,-112.049,1.000,986.000,0.000
3512453271.527,1,1.000,179.000,12.236,0.712,3.440,0.008,-79.265,-79.239,1.209,0.045,4.624,0.084,67.999,-0.004,-0.004,-49.987,16.902,-112.007,1.000,984.000,0.000
3512453272.527,1,1.000,167.000,12.221,0.712,3.439,0.008,-79.268,-79.242,1.227,0.045,4.616,0.084,67.991,-0.004,-0.005,-49.986,16.902,-111.966,1.000,987.000,0.000
3512453273.527,1,1.000,168.000,12.167,0.712,3.439,0.008,-79.267,-79.240,1.212,0.045,4.608,0.084,67.981,-0.004,-0.004,-49.986,16.902,-111.925,1.000,987.000,0.000
3512453274.527,1,1.000,160.000,12.231,0.711,3.439,0.008,-79.267,-79.240,1.209,0.045,4.614,0.084,67.984,-0.004,-0.004,-49.986,16.900,-112.133,1.000,984.000,15.000
3512453275.527,1,1.000,152.000,12.215,0.711,3.439,0.008,-79.260,-79.240,1.222,0.045,4.608,0.084,67.977,-0.004,-0.005,-49.986,16.901,-112.154,1.000,986.000,0.000
3512453276.527,1,1.000,172.000,12.157,0.710,3.439,0.008,-79.266,-79.240,1.229,0.045,4.590,0.084,67.969,-0.004,-0.005,-49.987,16.901,-112.007,1.000,989.000,32.000
3512453277.527,1,1.000,182.000,12.211,0.710,3.439,0.008,-79.265,-79.239,1.212,0.045,4.598,0.084,67.962,-0.004,-0.004,-49.987,16.900,-112.196,1.000,987.000,0.000
3512453278.528,1,1.000,232.000,12.222,0.710,3.439,0.008,-79.266,-79.249,1.220,0.045,4.544,0.084,67.953,-0.004,-0.005,-49.986,16.901,-112.091,1.000,986.000,14.000
3512453279.529,1,1.000,267.000,12.234,0.709,3.439,0.008,-79.260,-79.242,1.222,0.045,4.535,0.084,67.952,-0.004,-0.005,-49.987,16.900,-112.133,1.000,986.000,0.000
3512453280.529,1,1.000,273.000,12.223,0.709,3.439,0.008,-79.269,-79.234,1.224,0.045,4.513,0.084,67.940,-0.004,-0.005,-49.987,16.898,-112.028,1.000,984.000,20.000
3512453281.529,1,1.000,265.000,12.224,0.708,3.439,0.008,-79.266,-79.244,1.224,0.045,4.485,0.084,67.927,-0.004,-0.005,-49.987,16.897,-111.966,1.000,987.000,20.000
3512453282.528,1,1.000,244.000,12.235,0.708,3.439,0.008,-79.261,-79.241,1.225,0.045,4.538,0.084,67.935,-0.004,-0.005,-49.987,16.897,-112.091,1.000,987.000,0.000
3512453283.528,1,1.000,245.000,12.226,0.707,3.439,0.008,-79.266,-79.236,1.223,0.045,4.540,0.084,67.932,-0.004,-0.005,-49.986,16.896,-112.028,1.000,985.000,11.000
3512453284.528,1,1.000,251.000,12.230,0.707,3.439,0.008,-79.262,-79.241,1.225,0.045,4.531,0.084,67.928,-0.004,-0.005,-49.986,16.896,-112.070,1.000,985.000,10.000
3512453285.529,1,1.000,256.000,12.235,0.706,3.439,0.008,-79.267,-79.239,1.229,0.045,4.524,0.084,67.925,-0.004,-0.005,-49.986,16.895,-111.843,1.000,986.000,28.000
3512453286.528,1,1.000,250.000,12.237,0.705,3.439,0.008,-79.269,-79.240,1.228,0.045,4.517,0.084,67.927,-0.004,-0.005,-49.986,16.896,-111.966,1.000,984.000,0.000
3512453287.528,1,1.000,247.000,12.246,0.705,3.439,0.008,-79.265,-79.247,1.246,0.045,4.512,0.084,67.915,-0.004,-0.005,-49.987,16.894,-112.007,1.000,985.000,20.000
3512453288.528,1,1.000,250.000,12.161,0.704,3.439,0.008,-79.262,-79.240,1.214,0.045,4.522,0.084,67.918,-0.004,-0.004,-49.986,16.894,-112.112,1.000,987.000,0.000
3512453289.528,1,1.000,234.000,12.164,0.705,3.439,0.008,-79.267,-79.248,1.221,0.045,4.496,0.084,67.907,-0.004,-0.005,-49.987,16.893,-111.925,1.000,985.000,15.000
3512453290.527,1,1.000,197.000,12.155,0.704,3.439,0.008,-79.268,-79.244,1.191,0.045,4.490,0.084,67.904,-0.004,-0.004,-49.986,16.895,-112.196,1.000,986.000,0.000
3512453291.527,1,1.000,178.000,12.180,0.704,3.439,0.008,-79.262,-79.241,1.184,0.045,4.521,0.084,67.906,-0.004,-0.004,-49.986,16.891,-112.112,1.000,985.000,0.000
3512453292.527,1,1.000,166.000,12.159,0.704,3.439,0.008,-79.269,-79.246,1.180,0.045,4.509,0.084,67.906,-0.004,-0.004,-49.987,16.892,-112.091,1.000,985.000,23.000
3512453293.527,1,1.000,190.000,12.140,0.703,3.439,0.008,-79.261,-79.248,1.181,0.045,4.493,0.084,67.905,-0.004,-0.004,-49.986,16.890,-111.925,1.000,986.000,0.000
3512453294.527,1,1.000,173.000,12.162,0.704,3.439,0.008,-79.263,-79.241,1.181,0.045,4.499,0.084,67.905,-0.004,-0.004,-49.986,16.890,-112.217,1.000,985.000,13.000
3512453295.527,1,1.000,172.000,12.149,0.704,3.439,0.008,-79.263,-79.241,1.180,0.045,4.515,0.084,67.898,-0.004,-0.004,-49.987,16.889,-112.049,1.000,983.000,29.000
3512453296.526,1,1.000,134.000,12.170,0.704,3.439,0.008,-79.267,-79.243,1.155,0.045,4.482,0.084,67.892,-0.004,-0.004,-49.986,16.890,-112.154,1.000,986.000,0.000
3512453297.526,1,1.000,140.000,12.102,0.704,3.439,0.008,-79.265,-79.241,1.161,0.045,4.499,0.084,67.904,-0.004,-0.004,-49.986,16.889,-112.049,1.000,988.000,0.000
3512453298.526,1,1.000,149.000,12.144,0.704,3.439,0.008,-79.268,-79.241,1.177,0.045,4.485,0.084,67.895,-0.004,-0.004,-49.986,16.888,-112.196,1.000,986.000,16.000
3512453299.526,1,1.000,131.000,12.165,0.704,3.439,0.008,-79.262,-79.240,1.187,0.045,4.477,0.084,67.892,-0.004,-0.004,-49.986,16.888,-112.007,1.000,986.000,0.000
3512453300.526,1,1.000,130.000,12.172,0.705,3.439,0.008,-79.263,-79.241,1.189,0.045,4.449,0.084,67.876,-0.004,-0.004,-49.986,16.887,-111.966,1.000,987.000,0.000
3512453301.527,1,1.000,172.000,12.172,0.706,3.439,0.008,-79.266,-79.230,1.188,0.045,4.454,0.084,67.874,-0.004,-0.004,-49.986,16.887,-112.007,1.000,986.000,0.000
3512453302.527,1,1.000,169.000,12.157,0.706,3.439,0.008,-79.260,-79.240,1.187,0.045,4.460,0.084,67.876,-0.004,-0.004,-49.986,16.886,-111.925,1.000,986.000,13.000
3512453303.526,1,1.000,143.000,12.160,0.707,3.438,0.008,-79.263,-79.238,1.191,0.045,4.496,0.084,67.887,-0.004,-0.004,-49.987,16.887,-111.884,1.000,988.000,0.000
3512453304.527,1,1.000,147.000,12.213,0.707,3.439,0.008,-79.265,-79.239,1.202,0.045,4.485,0.084,67.884,-0.004,-0.004,-49.987,16.884,-112.007,1.000,985.000,0.000
3512453305.527,1,1.000,164.000,12.232,0.707,3.439,0.008,-79.264,-79.243,1.239,0.045,4.486,0.084,67.874,-0.004,-0.005,-49.987,16.885,-112.028,1.000,987.000,0.000
3512453306.527,1,1.000,148.000,12.151,0.708,3.439,0.008,-79.264,-79.238,1.214,0.045,4.481,0.084,67.869,-0.004,-0.004,-49.986,16.884,-112.028,1.000,985.000,23.000
3512453307.527,1,1.000,156.000,12.359,0.709,3.439,0.008,-79.261,-79.241,1.247,0.045,4.504,0.084,67.869,-0.004,-0.005,-49.987,16.884,-112.175,1.000,985.000,31.000
3512453308.526,1,1.000,142.000,12.333,0.710,3.439,0.008,-79.266,-79.240,1.232,0.045,4.483,0.084,67.865,-0.004,-0.005,-49.987,16.883,-112.028,1.000,986.000,22.000
3512453309.527,1,1.000,156.000,12.234,0.710,3.439,0.008,-79.264,-79.239,1.245,0.045,4.447,0.084,67.855,-0.004,-0.005,-49.986,16.882,-112.007,1.000,984.000,14.000
3512453310.527,1,1.000,145.000,12.232,0.711,3.438,0.008,-79.266,-79.241,1.218,0.045,4.451,0.084,67.854,-0.004,-0.005,-49.987,16.882,-112.028,1.000,985.000,22.000
3512453311.527,1,1.000,151.000,12.218,0.711,3.439,0.008,-79.263,-79.236,1.209,0.045,4.447,0.083,67.846,-0.004,-0.004,-49.987,16.881,-112.028,1.000,984.000,0.000
3512453312.527,1,1.000,163.000,12.100,0.712,3.439,0.008,-79.266,-79.240,1.248,0.045,4.496,0.084,67.853,-0.004,-0.005,-49.987,16.880,-112.070,1.000,986.000,0.000
3512453313.527,1,1.000,159.000,12.343,0.712,3.439,0.008,-79.264,-79.237,1.211,0.045,4.482,0.084,67.847,-0.004,-0.004,-49.987,16.879,-112.070,1.000,987.000,0.000
3512453314.527,1,1.000,167.000,12.194,0.712,3.439,0.008,-79.263,-79.238,1.201,0.045,4.524,0.084,67.858,-0.004,-0.004,-49.987,16.878,-112.007,1.000,985.000,26.000
3512453315.527,1,1.000,162.000,12.177,0.712,3.439,0.008,-79.260,-79.241,1.192,0.045,4.487,0.084,67.847,-0.004,-0.004,-49.986,16.878,-112.028,1.000,985.000,31.000
3512453316.527,1,1.000,184.000,12.162,0.712,3.439,0.008,-79.260,-79.246,1.189,0.045,4.460,0.084,67.842,-0.004,-0.004,-49.986,16.877,-112.049,1.000,985.000,22.000
3512453317.527,1,1.000,163.000,12.156,0.712,3.438,0.008,-79.261,-79.236,1.186,0.045,4.513,0.084,67.847,-0.004,-0.004,-49.987,16.876,-111.966,1.000,988.000,0.000
3512453318.527,1,1.000,169.000,12.183,0.712,3.438,0.008,-79.263,-79.243,1.189,0.045,4.452,0.083,67.830,-0.004,-0.004,-49.987,16.875,-112.049,1.000,985.000,11.000
3512453319.527,1,1.000,170.000,12.186,0.711,3.439,0.008,-79.263,-79.241,1.188,0.045,4.500,0.084,67.845,-0.004,-0.004,-49.986,16.875,-111.945,1.000,987.000,0.000
3512453320.527,1,1.000,153.000,12.151,0.711,3.439,0.008,-79.266,-79.236,1.189,0.045,4.520,0.084,67.843,-0.004,-0.004,-49.986,16.874,-112.028,1.000,986.000,0.000
3512453321.527,1,1.000,176.000,12.150,0.712,3.439,0.008,-79.263,-79.244,1.187,0.045,4.525,0.084,67.843,-0.004,-0.004,-49.986,16.873,-111.966,1.000,987.000,0.000
3512453322.527,1,1.000,189.000,12.157,0.712,3.439,0.008,-79.270,-79.240,1.186,0.045,4.503,0.084,67.832,-0.004,-0.004,-49.987,16.872,-111.945,1.000,987.000,0.000
3512453323.527,1,1.000,164.000,12.166,0.712,3.439,0.008,-79.261,-79.241,1.186,0.045,4.535,0.084,67.843,-0.004,-0.004,-49.987,16.873,-112.070,1.000,988.000,0.000
3512453324.527,1,1.000,148.000,12.152,0.711,3.439,0.008,-79.258,-79.235,1.189,0.045,4.516,0.084,67.833,-0.004,-0.004,-49.986,16.871,-111.966,1.000,985.000,8.000
3512453325.527,1,1.000,163.000,12.103,0.711,3.439,0.008,-79.263,-79.243,1.174,0.045,4.557,0.084,67.849,-0.004,-0.004,-49.986,16.871,-111.925,1.000,986.000,19.000
3512453326.526,1,1.000,133.000,12.140,0.711,3.438,0.008,-79.265,-79.244,1.168,0.045,4.534,0.084,67.834,-0.004,-0.004,-49.987,16.870,-112.007,1.000,986.000,23.000
3512453327.526,1,1.000,132.000,12.174,0.711,3.438,0.008,-79.265,-79.245,1.187,0.045,4.560,0.084,67.836,-0.004,-0.004,-49.986,16.869,-112.049,1.000,983.000,0.000
3512453328.526,1,1.000,106.000,12.166,0.711,3.438,0.008,-79.264,-79.243,1.190,0.045,4.493,0.083,67.817,-0.004,-0.004,-49.986,16.869,-111.966,1.000,985.000,24.000
3512453329.526,1,1.000,134.000,12.185,0.712,3.438,0.008,-79.266,-79.236,1.193,0.045,4.521,0.083,67.822,-0.004,-0.004,-49.986,16.869,-112.007,1.000,984.000,27.000
3512453330.526,1,1.000,139.000,12.157,0.712,3.438,0.008,-79.268,-79.243,1.193,0.045,4.484,0.083,67.814,-0.004,-0.004,-49.986,16.869,-112.049,1.000,987.000,0.000
3512453331.527,1,1.000,155.000,12.225,0.712,3.438,0.008,-79.255,-79.239,1.222,0.045,4.495,0.083,67.813,-0.004,-0.005,-49.986,16.867,-112.091,1.000,985.000,30.000
3512453332.527,1,1.000,178.000,12.232,0.712,3.438,0.008,-79.262,-79.238,1.228,0.045,4.490,0.083,67.810,-0.004,-0.005,-49.986,16.866,-111.884,1.000,987.000,0.000
3512453333.527,1,1.000,182.000,12.228,0.712,3.438,0.008,-79.258,-79.237,1.229,0.045,4.517,0.083,67.806,-0.004,-0.005,-49.986,16.867,-112.049,1.000,987.000,0.000
3512453334.527,1,1.000,157.000,12.238,0.711,3.438,0.008,-79.263,-79.240,1.229,0.045,4.505,0.083,67.804,-0.004,-0.005,-49.987,16.866,-112.007,1.000,985.000,17.000
3512453335.527,1,1.000,166.000,12.572,0.711,3.439,0.008,-79.268,-79.242,1.303,0.045,4.515,0.083,67.804,-0.004,-0.005,-49.986,16.866,-111.966,1.000,984.000,27.000
3512453336.527,1,1.000,144.000,12.234,0.711,3.438,0.008,-79.267,-79.240,1.259,0.045,4.501,0.083,67.803,-0.004,-0.005,-49.986,16.865,-112.007,1.000,986.000,0.000
3512453337.527,1,1.000,155.000,12.088,0.711,3.438,0.008,-79.259,-79.239,1.205,0.045,4.520,0.083,67.806,-0.004,-0.004,-49.986,16.863,-112.028,1.000,988.000,0.000
3512453338.526,1,1.000,142.000,12.226,0.711,3.438,0.008,-79.268,-79.236,1.213,0.045,4.465,0.083,67.786,-0.004,-0.004,-49.986,16.864,-112.049,1.000,986.000,0.000
3512453339.526,1,1.000,133.000,12.540,0.711,3.439,0.008,-79.267,-79.245,1.293,0.045,4.439,0.083,67.782,-0.004,-0.005,-49.986,16.863,-111.966,1.000,985.000,0.000
3512453340.526,1,1.000,136.000,12.235,0.712,3.438,0.008,-79.263,-79.243,1.253,0.045,4.461,0.083,67.783,-0.004,-0.005,-49.986,16.862,-111.945,1.000,987.000,0.000
3512453341.526,1,1.000,135.000,12.183,0.711,3.438,0.008,-79.263,-79.246,1.222,0.045,4.485,0.083,67.781,-0.004,-0.005,-49.986,16.861,-111.904,1.000,985.000,23.000
3512453342.527,1,1.000,154.000,12.190,0.711,3.438,0.008,-79.268,-79.239,1.196,0.045,4.474,0.083,67.772,-0.004,-0.004,-49.987,16.859,-112.112,1.000,987.000,0.000
